Sample,Ref_Mic(Outside),Anti_Wave(Speaker),Err_Mic(Residual_Noise)
13224,42,-42,0
13225,36,-36,0
13226,24,-24,0
13227,11,-11,0
13228,5,-5,0
13229,-2,2,0
13230,-19,19,0
13231,-25,25,0
13232,-31,31,0
13233,-10,10,0
13234,0,0,0
13235,15,-15,0
13236,14,-14,0
13237,13,-13,0
13238,7,-7,0
13239,5,-5,0
13240,0,0,0
13241,-5,5,0
13242,-12,12,0
13243,-8,8,0
13244,-2,2,0
13245,2,-2,0
13246,3,-3,0
13247,-4,4,0
13248,-10,10,0
13249,-17,17,0
13250,-15,15,0
13251,-19,19,0
13252,-20,20,0
13253,-24,24,0
13254,-21,21,0
13255,-12,12,0
13256,26,-26,0
13257,50,-50,0
13258,64,-64,0
13259,45,-45,0
13260,17,-17,0
13261,-5,5,0
13262,-10,10,0
13263,-18,18,0
13264,-27,27,0
13265,-33,33,0
13266,-37,37,0
13267,-18,18,0
13268,9,-9,0
13269,34,-34,0
13270,41,-41,0
13271,36,-36,0
13272,22,-22,0
13273,13,-13,0
13274,9,-9,0
13275,-3,3,0
13276,-20,20,0
13277,-25,25,0
13278,-26,26,0
13279,-5,5,0
13280,1,-1,0
13281,11,-11,0
13282,11,-11,0
13283,7,-7,0
13284,7,-7,0
13285,2,-2,0
13286,-6,6,0
13287,-11,11,0
13288,-15,15,0
13289,-9,9,0
13290,-1,1,0
13291,1,-1,0
13292,1,-1,0
13293,-5,5,0
13294,-11,11,0
13295,-16,16,0
13296,-15,15,0
13297,-18,18,0
13298,-19,19,0
13299,-26,26,0
13300,-24,24,0
13301,-11,11,0
13302,25,-25,0
13303,50,-50,0
13304,70,-70,0
13305,48,-48,0
13306,17,-17,0
13307,-1,1,0
13308,-9,9,0
13309,-18,18,0
13310,-24,24,0
13311,-32,32,0
13312,-36,36,0
13313,-18,18,0
13314,12,-12,0
13315,32,-32,0
13316,37,-37,0
13317,32,-32,0
13318,23,-23,0
13319,19,-19,0
13320,13,-13,0
13321,-1,1,0
13322,-24,24,0
13323,-29,29,0
13324,-23,23,0
13325,-8,8,0
13326,7,-7,0
13327,11,-11,0
13328,10,-10,0
13329,12,-12,0
13330,8,-8,0
13331,6,-6,0
13332,-7,7,0
13333,-13,13,0
13334,-14,14,0
13335,-10,10,0
13336,-1,1,0
13337,-1,1,0
13338,-5,5,0
13339,-12,12,0
13340,-16,16,0
13341,-19,19,0
13342,-17,17,0
13343,-18,18,0
13344,-19,19,0
13345,-23,23,0
13346,-20,20,0
13347,-5,5,0
13348,24,-24,0
13349,50,-50,0
13350,71,-71,0
13351,45,-45,0
13352,18,-18,0
13353,2,-2,0
13354,-8,8,0
13355,-22,22,0
13356,-30,30,0
13357,-39,39,0
13358,-41,41,0
13359,-19,19,0
13360,12,-12,0
13361,34,-34,0
13362,40,-40,0
13363,36,-36,0
13364,29,-29,0
13365,25,-25,0
13366,14,-14,0
13367,-5,5,0
13368,-27,27,0
13369,-37,37,0
13370,-26,26,0
13371,-10,10,0
13372,1,-1,0
13373,8,-8,0
13374,11,-11,0
13375,16,-16,0
13376,16,-16,0
13377,11,-11,0
13378,-2,2,0
13379,-9,9,0
13380,-11,11,0
13381,-6,6,0
13382,0,0,0
13383,-2,2,0
13384,-6,6,0
13385,-10,10,0
13386,-9,9,0
13387,-13,13,0
13388,-15,15,0
13389,-20,20,0
13390,-23,23,0
13391,-27,27,0
13392,-27,27,0
13393,-17,17,0
13394,9,-9,0
13395,40,-40,0
13396,64,-64,0
13397,46,-46,0
13398,20,-20,0
13399,5,-5,0
13400,-5,5,0
13401,-19,19,0
13402,-24,24,0
13403,-38,38,0
13404,-41,41,0
13405,-24,24,0
13406,6,-6,0
13407,27,-27,0
13408,35,-35,0
13409,35,-35,0
13410,30,-30,0
13411,26,-26,0
13412,15,-15,0
13413,-2,2,0
13414,-22,22,0
13415,-32,32,0
13416,-23,23,0
13417,-11,11,0
13418,-1,1,0
13419,8,-8,0
13420,10,-10,0
13421,16,-16,0
13422,17,-17,0
13423,13,-13,0
13424,3,-3,0
13425,-7,7,0
13426,-8,8,0
13427,-4,4,0
13428,-1,1,0
13429,-2,2,0
13430,-5,5,0
13431,-8,8,0
13432,-11,11,0
13433,-15,15,0
13434,-15,15,0
13435,-17,17,0
13436,-17,17,0
13437,-18,18,0
13438,-17,17,0
13439,-8,8,0
13440,23,-23,0
13441,44,-44,0
13442,62,-62,0
13443,40,-40,0
13444,14,-14,0
13445,-1,1,0
13446,-8,8,0
13447,-21,21,0
13448,-33,33,0
13449,-40,40,0
13450,-39,39,0
13451,-16,16,0
13452,10,-10,0
13453,30,-30,0
13454,35,-35,0
13455,33,-33,0
13456,29,-29,0
13457,23,-23,0
13458,9,-9,0
13459,-11,11,0
13460,-29,29,0
13461,-34,34,0
13462,-20,20,0
13463,-4,4,0
13464,5,-5,0
13465,13,-13,0
13466,16,-16,0
13467,22,-22,0
13468,19,-19,0
13469,12,-12,0
13470,-2,2,0
13471,-11,11,0
13472,-13,13,0
13473,-8,8,0
13474,-5,5,0
13475,-5,5,0
13476,-3,3,0
13477,-10,10,0
13478,-9,9,0
13479,-12,12,0
13480,-16,16,0
13481,-20,20,0
13482,-20,20,0
13483,-21,21,0
13484,-22,22,0
13485,-12,12,0
13486,18,-18,0
13487,43,-43,0
13488,66,-66,0
13489,47,-47,0
13490,21,-21,0
13491,4,-4,0
13492,-5,5,0
13493,-24,24,0
13494,-33,33,0
13495,-45,45,0
13496,-45,45,0
13497,-22,22,0
13498,6,-6,0
13499,25,-25,0
13500,34,-34,0
13501,37,-37,0
13502,36,-36,0
13503,32,-32,0
13504,18,-18,0
13505,-7,7,0
13506,-25,25,0
13507,-33,33,0
13508,-24,24,0
13509,-10,10,0
13510,0,0,0
13511,8,-8,0
13512,14,-14,0
13513,22,-22,0
13514,20,-20,0
13515,11,-11,0
13516,-3,3,0
13517,-10,10,0
13518,-11,11,0
13519,-4,4,0
13520,-2,2,0
13521,-6,6,0
13522,-6,6,0
13523,-8,8,0
13524,-10,10,0
13525,-11,11,0
13526,-14,14,0
13527,-15,15,0
13528,-17,17,0
13529,-19,19,0
13530,-17,17,0
13531,-6,6,0
13532,24,-24,0
13533,40,-40,0
13534,54,-54,0
13535,37,-37,0
13536,15,-15,0
13537,0,0,0
13538,-8,8,0
13539,-25,25,0
13540,-39,39,0
13541,-41,41,0
13542,-36,36,0
13543,-12,12,0
13544,16,-16,0
13545,31,-31,0
13546,36,-36,0
13547,35,-35,0
13548,33,-33,0
13549,26,-26,0
13550,11,-11,0
13551,-14,14,0
13552,-33,33,0
13553,-34,34,0
13554,-19,19,0
13555,-7,7,0
13556,1,-1,0
13557,9,-9,0
13558,15,-15,0
13559,22,-22,0
13560,19,-19,0
13561,6,-6,0
13562,-4,4,0
13563,-9,9,0
13564,-8,8,0
13565,-4,4,0
13566,-5,5,0
13567,-7,7,0
13568,-7,7,0
13569,-8,8,0
13570,-9,9,0
13571,-13,13,0
13572,-13,13,0
13573,-16,16,0
13574,-16,16,0
13575,-16,16,0
13576,-16,16,0
13577,-4,4,0
13578,31,-31,0
13579,51,-51,0
13580,56,-56,0
13581,37,-37,0
13582,9,-9,0
13583,-7,7,0
13584,-12,12,0
13585,-28,28,0
13586,-41,41,0
13587,-44,44,0
13588,-34,34,0
13589,-5,5,0
13590,19,-19,0
13591,33,-33,0
13592,33,-33,0
13593,28,-28,0
13594,28,-28,0
13595,24,-24,0
13596,11,-11,0
13597,-19,19,0
13598,-34,34,0
13599,-29,29,0
13600,-20,20,0
13601,-5,5,0
13602,-3,3,0
13603,6,-6,0
13604,14,-14,0
13605,24,-24,0
13606,20,-20,0
13607,5,-5,0
13608,-8,8,0
13609,-10,10,0
13610,-7,7,0
13611,-3,3,0
13612,-2,2,0
13613,-6,6,0
13614,-6,6,0
13615,-5,5,0
13616,-11,11,0
13617,-15,15,0
13618,-20,20,0
13619,-19,19,0
13620,-17,17,0
13621,-13,13,0
13622,-10,10,0
13623,4,-4,0
13624,37,-37,0
13625,58,-58,0
13626,48,-48,0
13627,30,-30,0
13628,5,-5,0
13629,-12,12,0
13630,-19,19,0
13631,-29,29,0
13632,-46,46,0
13633,-44,44,0
13634,-28,28,0
13635,-2,2,0
13636,18,-18,0
13637,32,-32,0
13638,33,-33,0
13639,38,-38,0
13640,38,-38,0
13641,34,-34,0
13642,9,-9,0
13643,-13,13,0
13644,-28,28,0
13645,-23,23,0
13646,-16,16,0
13647,-9,9,0
13648,-4,4,0
13649,1,-1,0
13650,14,-14,0
13651,15,-15,0
13652,9,-9,0
13653,-4,4,0
13654,-11,11,0
13655,-10,10,0
13656,-6,6,0
13657,-6,6,0
13658,-5,5,0
13659,-8,8,0
13660,-7,7,0
13661,-6,6,0
13662,-10,10,0
13663,-12,12,0
13664,-11,11,0
13665,-12,12,0
13666,-11,11,0
13667,-8,8,0
13668,-6,6,0
13669,3,-3,0
13670,31,-31,0
13671,51,-51,0
13672,45,-45,0
13673,26,-26,0
13674,3,-3,0
13675,-8,8,0
13676,-16,16,0
13677,-26,26,0
13678,-42,42,0
13679,-38,38,0
13680,-23,23,0
13681,0,0,0
13682,19,-19,0
13683,26,-26,0
13684,29,-29,0
13685,33,-33,0
13686,34,-34,0
13687,30,-30,0
13688,8,-8,0
13689,-13,13,0
13690,-21,21,0
13691,-20,20,0
13692,-12,12,0
13693,-3,3,0
13694,0,0,0
13695,8,-8,0
13696,19,-19,0
13697,20,-20,0
13698,15,-15,0
13699,0,0,0
13700,-6,6,0
13701,-7,7,0
13702,-8,8,0
13703,-10,10,0
13704,-10,10,0
13705,-11,11,0
13706,-8,8,0
13707,-9,9,0
13708,-12,12,0
13709,-16,16,0
13710,-13,13,0
13711,-7,7,0
13712,-10,10,0
13713,-8,8,0
13714,-7,7,0
13715,5,-5,0
13716,33,-33,0
13717,50,-50,0
13718,35,-35,0
13719,19,-19,0
13720,3,-3,0
13721,-8,8,0
13722,-13,13,0
13723,-22,22,0
13724,-35,35,0
13725,-34,34,0
13726,-18,18,0
13727,-1,1,0
13728,12,-12,0
13729,15,-15,0
13730,18,-18,0
13731,25,-25,0
13732,29,-29,0
13733,22,-22,0
13734,0,0,0
13735,-17,17,0
13736,-24,24,0
13737,-19,19,0
13738,-14,14,0
13739,-9,9,0
13740,-2,2,0
13741,9,-9,0
13742,22,-22,0
13743,23,-23,0
13744,17,-17,0
13745,6,-6,0
13746,2,-2,0
13747,1,-1,0
13748,-3,3,0
13749,-9,9,0
13750,-12,12,0
13751,-14,14,0
13752,-13,13,0
13753,-13,13,0
13754,-15,15,0
13755,-14,14,0
13756,-14,14,0
13757,-9,9,0
13758,-6,6,0
13759,-11,11,0
13760,-7,7,0
13761,3,-3,0
13762,26,-26,0
13763,41,-41,0
13764,31,-31,0
13765,18,-18,0
13766,10,-10,0
13767,4,-4,0
13768,-1,1,0
13769,-17,17,0
13770,-33,33,0
13771,-33,33,0
13772,-17,17,0
13773,0,0,0
13774,8,-8,0
13775,12,-12,0
13776,17,-17,0
13777,26,-26,0
13778,33,-33,0
13779,23,-23,0
13780,3,-3,0
13781,-9,9,0
13782,-19,19,0
13783,-15,15,0
13784,-20,20,0
13785,-21,21,0
13786,-16,16,0
13787,-4,4,0
13788,11,-11,0
13789,12,-12,0
13790,9,-9,0
13791,2,-2,0
13792,4,-4,0
13793,3,-3,0
13794,0,0,0
13795,-3,3,0
13796,-8,8,0
13797,-9,9,0
13798,-9,9,0
13799,-14,14,0
13800,-21,21,0
13801,-18,18,0
13802,-13,13,0
13803,-6,6,0
13804,-2,2,0
13805,-3,3,0
13806,0,0,0
13807,12,-12,0
13808,33,-33,0
13809,42,-42,0
13810,31,-31,0
13811,20,-20,0
13812,9,-9,0
13813,1,-1,0
13814,-5,5,0
13815,-20,20,0
13816,-31,31,0
13817,-27,27,0
13818,-12,12,0
13819,0,0,0
13820,6,-6,0
13821,11,-11,0
13822,20,-20,0
13823,27,-27,0
13824,30,-30,0
13825,19,-19,0
13826,3,-3,0
13827,-6,6,0
13828,-18,18,0
13829,-15,15,0
13830,-22,22,0
13831,-20,20,0
13832,-12,12,0
13833,0,0,0
13834,13,-13,0
13835,13,-13,0
13836,10,-10,0
13837,10,-10,0
13838,9,-9,0
13839,5,-5,0
13840,-1,1,0
13841,-7,7,0
13842,-10,10,0
13843,-12,12,0
13844,-16,16,0
13845,-21,21,0
13846,-23,23,0
13847,-18,18,0
13848,-12,12,0
13849,-7,7,0
13850,-4,4,0
13851,-3,3,0
13852,1,-1,0
13853,10,-10,0
13854,30,-30,0
13855,37,-37,0
13856,32,-32,0
13857,21,-21,0
13858,12,-12,0
13859,8,-8,0
13860,-1,1,0
13861,-15,15,0
13862,-25,25,0
13863,-23,23,0
13864,-14,14,0
13865,-4,4,0
13866,6,-6,0
13867,14,-14,0
13868,26,-26,0
13869,34,-34,0
13870,37,-37,0
13871,20,-20,0
13872,5,-5,0
13873,-5,5,0
13874,-12,12,0
13875,-14,14,0
13876,-26,26,0
13877,-26,26,0
13878,-20,20,0
13879,-4,4,0
13880,8,-8,0
13881,17,-17,0
13882,22,-22,0
13883,18,-18,0
13884,12,-12,0
13885,0,0,0
13886,-9,9,0
13887,-13,13,0
13888,-8,8,0
13889,-4,4,0
13890,-7,7,0
13891,-23,23,0
13892,-36,36,0
13893,-32,32,0
13894,-23,23,0
13895,-23,23,0
13896,-27,27,0
13897,-20,20,0
13898,-5,5,0
13899,12,-12,0
13900,39,-39,0
13901,45,-45,0
13902,40,-40,0
13903,29,-29,0
13904,22,-22,0
13905,16,-16,0
13906,4,-4,0
13907,-13,13,0
13908,-26,26,0
13909,-25,25,0
13910,-21,21,0
13911,-12,12,0
13912,-2,2,0
13913,10,-10,0
13914,24,-24,0
13915,34,-34,0
13916,36,-36,0
13917,27,-27,0
13918,12,-12,0
13919,6,-6,0
13920,-10,10,0
13921,-16,16,0
13922,-29,29,0
13923,-27,27,0
13924,-19,19,0
13925,-9,9,0
13926,4,-4,0
13927,11,-11,0
13928,19,-19,0
13929,20,-20,0
13930,18,-18,0
13931,11,-11,0
13932,2,-2,0
13933,-5,5,0
13934,-10,10,0
13935,-16,16,0
13936,-23,23,0
13937,-29,29,0
13938,-31,31,0
13939,-28,28,0
13940,-21,21,0
13941,-17,17,0
13942,-9,9,0
13943,-3,3,0
13944,1,-1,0
13945,9,-9,0
13946,30,-30,0
13947,35,-35,0
13948,36,-36,0
13949,23,-23,0
13950,15,-15,0
13951,8,-8,0
13952,0,0,0
13953,-13,13,0
13954,-22,22,0
13955,-19,19,0
13956,-14,14,0
13957,-6,6,0
13958,1,-1,0
13959,10,-10,0
13960,23,-23,0
13961,33,-33,0
13962,37,-37,0
13963,29,-29,0
13964,15,-15,0
13965,6,-6,0
13966,-9,9,0
13967,-14,14,0
13968,-29,29,0
13969,-28,28,0
13970,-20,20,0
13971,-8,8,0
13972,0,0,0
13973,6,-6,0
13974,13,-13,0
13975,16,-16,0
13976,19,-19,0
13977,12,-12,0
13978,5,-5,0
13979,-3,3,0
13980,-11,11,0
13981,-19,19,0
13982,-25,25,0
13983,-28,28,0
13984,-30,30,0
13985,-25,25,0
13986,-20,20,0
13987,-16,16,0
13988,-6,6,0
13989,0,0,0
13990,3,-3,0
13991,12,-12,0
13992,30,-30,0
13993,37,-37,0
13994,36,-36,0
13995,25,-25,0
13996,16,-16,0
13997,8,-8,0
13998,0,0,0
13999,-17,17,0
14000,-27,27,0
14001,-25,25,0
14002,-22,22,0
14003,-15,15,0
14004,-5,5,0
14005,6,-6,0
14006,20,-20,0
14007,34,-34,0
14008,39,-39,0
14009,34,-34,0
14010,22,-22,0
14011,14,-14,0
14012,-3,3,0
14013,-12,12,0
14014,-31,31,0
14015,-32,32,0
14016,-25,25,0
14017,-16,16,0
14018,-7,7,0
14019,-1,1,0
14020,10,-10,0
14021,15,-15,0
14022,18,-18,0
14023,12,-12,0
14024,5,-5,0
14025,0,0,0
14026,-6,6,0
14027,-16,16,0
14028,-23,23,0
14029,-29,29,0
14030,-32,32,0
14031,-28,28,0
14032,-24,24,0
14033,-22,22,0
14034,-11,11,0
14035,0,0,0
14036,5,-5,0
14037,16,-16,0
14038,39,-39,0
14039,43,-43,0
14040,41,-41,0
14041,28,-28,0
14042,17,-17,0
14043,9,-9,0
14044,0,0,0
14045,-19,19,0
14046,-29,29,0
14047,-30,30,0
14048,-26,26,0
14049,-18,18,0
14050,-10,10,0
14051,4,-4,0
14052,19,-19,0
14053,35,-35,0
14054,42,-42,0
14055,39,-39,0
14056,27,-27,0
14057,21,-21,0
14058,1,-1,0
14059,-14,14,0
14060,-32,32,0
14061,-35,35,0
14062,-31,31,0
14063,-24,24,0
14064,-13,13,0
14065,-3,3,0
14066,8,-8,0
14067,16,-16,0
14068,20,-20,0
14069,15,-15,0
14070,11,-11,0
14071,4,-4,0
14072,-2,2,0
14073,-12,12,0
14074,-20,20,0
14075,-26,26,0
14076,-32,32,0
14077,-30,30,0
14078,-28,28,0
14079,-23,23,0
14080,-11,11,0
14081,0,0,0
14082,10,-10,0
14083,19,-19,0
14084,40,-40,0
14085,44,-44,0
14086,46,-46,0
14087,39,-39,0
14088,26,-26,0
14089,16,-16,0
14090,4,-4,0
14091,-17,17,0
14092,-28,28,0
14093,-33,33,0
14094,-31,31,0
14095,-25,25,0
14096,-16,16,0
14097,0,0,0
14098,16,-16,0
14099,34,-34,0
14100,43,-43,0
14101,49,-49,0
14102,33,-33,0
14103,25,-25,0
14104,4,-4,0
14105,-11,11,0
14106,-29,29,0
14107,-38,38,0
14108,-39,39,0
14109,-35,35,0
14110,-28,28,0
14111,-17,17,0
14112,-3,3,0
14113,10,-10,0
14114,20,-20,0
14115,20,-20,0
14116,19,-19,0
14117,14,-14,0
14118,8,-8,0
14119,-2,2,0
14120,-11,11,0
14121,-20,20,0
14122,-29,29,0
14123,-31,31,0
14124,-33,33,0
14125,-31,31,0
14126,-23,23,0
14127,-14,14,0
14128,0,0,0
14129,23,-23,0
14130,41,-41,0
14131,57,-57,0
14132,50,-50,0
14133,49,-49,0
14134,37,-37,0
14135,26,-26,0
14136,5,-5,0
14137,-16,16,0
14138,-31,31,0
14139,-36,36,0
14140,-39,39,0
14141,-38,38,0
14142,-33,33,0
14143,-15,15,0
14144,3,-3,0
14145,25,-25,0
14146,34,-34,0
14147,45,-45,0
14148,43,-43,0
14149,38,-38,0
14150,20,-20,0
14151,2,-2,0
14152,-19,19,0
14153,-27,27,0
14154,-31,31,0
14155,-31,31,0
14156,-29,29,0
14157,-21,21,0
14158,-11,11,0
14159,0,0,0
14160,8,-8,0
14161,14,-14,0
14162,15,-15,0
14163,17,-17,0
14164,12,-12,0
14165,6,-6,0
14166,-4,4,0
14167,-15,15,0
14168,-25,25,0
14169,-33,33,0
14170,-39,39,0
14171,-39,39,0
14172,-32,32,0
14173,-21,21,0
14174,-7,7,0
14175,19,-19,0
14176,37,-37,0
14177,56,-56,0
14178,51,-51,0
14179,54,-54,0
14180,50,-50,0
14181,39,-39,0
14182,14,-14,0
14183,-3,3,0
14184,-25,25,0
14185,-33,33,0
14186,-41,41,0
14187,-46,46,0
14188,-42,42,0
14189,-22,22,0
14190,-2,2,0
14191,17,-17,0
14192,32,-32,0
14193,40,-40,0
14194,45,-45,0
14195,39,-39,0
14196,30,-30,0
14197,5,-5,0
14198,-9,9,0
14199,-24,24,0
14200,-30,30,0
14201,-38,38,0
14202,-37,37,0
14203,-33,33,0
14204,-22,22,0
14205,-10,10,0
14206,0,0,0
14207,11,-11,0
14208,18,-18,0
14209,23,-23,0
14210,21,-21,0
14211,17,-17,0
14212,7,-7,0
14213,2,-2,0
14214,-5,5,0
14215,-14,14,0
14216,-26,26,0
14217,-31,31,0
14218,-33,33,0
14219,-30,30,0
14220,-23,23,0
14221,-3,3,0
14222,12,-12,0
14223,33,-33,0
14224,39,-39,0
14225,44,-44,0
14226,48,-48,0
14227,41,-41,0
14228,27,-27,0
14229,14,-14,0
14230,0,0,0
14231,-13,13,0
14232,-24,24,0
14233,-34,34,0
14234,-37,37,0
14235,-31,31,0
14236,-21,21,0
14237,-7,7,0
14238,6,-6,0
14239,14,-14,0
14240,29,-29,0
14241,30,-30,0
14242,30,-30,0
14243,16,-16,0
14244,14,-14,0
14245,5,-5,0
14246,0,0,0
14247,-13,13,0
14248,-22,22,0
14249,-23,23,0
14250,-21,21,0
14251,-20,20,0
14252,-18,18,0
14253,-14,14,0
14254,-7,7,0
14255,2,-2,0
14256,5,-5,0
14257,8,-8,0
14258,7,-7,0
14259,7,-7,0
14260,3,-3,0
14261,-2,2,0
14262,-10,10,0
14263,-16,16,0
14264,-19,19,0
14265,-19,19,0
14266,-19,19,0
14267,-4,4,0
14268,3,-3,0
14269,14,-14,0
14270,16,-16,0
14271,24,-24,0
14272,30,-30,0
14273,30,-30,0
14274,23,-23,0
14275,16,-16,0
14276,11,-11,0
14277,3,-3,0
14278,-3,3,0
14279,-15,15,0
14280,-20,20,0
14281,-17,17,0
14282,-13,13,0
14283,-7,7,0
14284,-2,2,0
14285,-4,4,0
14286,6,-6,0
14287,8,-8,0
14288,13,-13,0
14289,9,-9,0
14290,12,-12,0
14291,11,-11,0
14292,12,-12,0
14293,5,-5,0
14294,-2,2,0
14295,-8,8,0
14296,-10,10,0
14297,-12,12,0
14298,-10,10,0
14299,-13,13,0
14300,-9,9,0
14301,-6,6,0
14302,-3,3,0
14303,-3,3,0
14304,-3,3,0
14305,1,-1,0
14306,1,-1,0
14307,-2,2,0
14308,-6,6,0
14309,-11,11,0
14310,-11,11,0
14311,-11,11,0
14312,-11,11,0
14313,-8,8,0
14314,-1,1,0
14315,6,-6,0
14316,8,-8,0
14317,12,-12,0
14318,13,-13,0
14319,17,-17,0
14320,18,-18,0
14321,14,-14,0
14322,8,-8,0
14323,5,-5,0
14324,2,-2,0
14325,1,-1,0
14326,1,-1,0
14327,-1,1,0
14328,-3,3,0
14329,-1,1,0
14330,0,0,0
14331,-2,2,0
14332,0,0,0
14333,0,0,0
14334,1,-1,0
14335,-1,1,0
14336,-2,2,0
14337,-1,1,0
14338,0,0,0
14339,1,-1,0
14340,0,0,0
14341,0,0,0
14342,-1,1,0
14343,-2,2,0
14344,0,0,0
14345,-2,2,0
14346,-2,2,0
14347,-3,3,0
14348,-1,1,0
14349,-3,3,0
14350,-3,3,0
14351,-6,6,0
14352,-5,5,0
14353,-9,9,0
14354,-10,10,0
14355,-12,12,0
14356,-11,11,0
14357,-10,10,0
14358,-7,7,0
14359,-6,6,0
14360,-1,1,0
14361,3,-3,0
14362,9,-9,0
14363,8,-8,0
14364,9,-9,0
14365,10,-10,0
14366,11,-11,0
14367,12,-12,0
14368,9,-9,0
14369,6,-6,0
14370,7,-7,0
14371,7,-7,0
14372,9,-9,0
14373,7,-7,0
14374,6,-6,0
14375,5,-5,0
14376,8,-8,0
14377,7,-7,0
14378,3,-3,0
14379,1,-1,0
14380,-3,3,0
14381,-4,4,0
14382,-5,5,0
14383,-5,5,0
14384,-5,5,0
14385,-5,5,0
14386,-4,4,0
14387,-1,1,0
14388,-1,1,0
14389,0,0,0
14390,0,0,0
14391,1,-1,0
14392,0,0,0
14393,-1,1,0
14394,-3,3,0
14395,-5,5,0
14396,-7,7,0
14397,-7,7,0
14398,-9,9,0
14399,-11,11,0
14400,-13,13,0
14401,-13,13,0
14402,-13,13,0
14403,-10,10,0
14404,-6,6,0
14405,0,0,0
14406,2,-2,0
14407,4,-4,0
14408,7,-7,0
14409,10,-10,0
14410,11,-11,0
14411,15,-15,0
14412,15,-15,0
14413,12,-12,0
14414,11,-11,0
14415,12,-12,0
14416,7,-7,0
14417,6,-6,0
14418,5,-5,0
14419,3,-3,0
14420,7,-7,0
14421,8,-8,0
14422,6,-6,0
14423,3,-3,0
14424,0,0,0
14425,1,-1,0
14426,0,0,0
14427,-7,7,0
14428,-7,7,0
14429,-7,7,0
14430,-5,5,0
14431,-7,7,0
14432,-7,7,0
14433,-5,5,0
14434,-1,1,0
14435,3,-3,0
14436,3,-3,0
14437,4,-4,0
14438,4,-4,0
14439,2,-2,0
14440,-1,1,0
14441,-8,8,0
14442,-16,16,0
14443,-19,19,0
14444,-21,21,0
14445,-23,23,0
14446,-26,26,0
14447,-25,25,0
14448,-21,21,0
14449,-14,14,0
14450,-3,3,0
14451,3,-3,0
14452,7,-7,0
14453,11,-11,0
14454,16,-16,0
14455,21,-21,0
14456,24,-24,0
14457,19,-19,0
14458,15,-15,0
14459,18,-18,0
14460,18,-18,0
14461,14,-14,0
14462,8,-8,0
14463,2,-2,0
14464,3,-3,0
14465,9,-9,0
14466,10,-10,0
14467,7,-7,0
14468,3,-3,0
14469,2,-2,0
14470,5,-5,0
14471,2,-2,0
14472,-3,3,0
14473,-6,6,0
14474,-10,10,0
14475,-13,13,0
14476,-17,17,0
14477,-14,14,0
14478,-11,11,0
14479,-4,4,0
14480,0,0,0
14481,2,-2,0
14482,2,-2,0
14483,1,-1,0
14484,2,-2,0
14485,1,-1,0
14486,-1,1,0
14487,-4,4,0
14488,-7,7,0
14489,-7,7,0
14490,-10,10,0
14491,-14,14,0
14492,-20,20,0
14493,-22,22,0
14494,-22,22,0
14495,-16,16,0
14496,-10,10,0
14497,-8,8,0
14498,-4,4,0
14499,4,-4,0
14500,12,-12,0
14501,17,-17,0
14502,17,-17,0
14503,19,-19,0
14504,21,-21,0
14505,23,-23,0
14506,20,-20,0
14507,15,-15,0
14508,8,-8,0
14509,5,-5,0
14510,5,-5,0
14511,5,-5,0
14512,3,-3,0
14513,0,0,0
14514,0,0,0
14515,1,-1,0
14516,1,-1,0
14517,-1,1,0
14518,-4,4,0
14519,-5,5,0
14520,-5,5,0
14521,-5,5,0
14522,-7,7,0
14523,-8,8,0
14524,-5,5,0
14525,0,0,0
14526,0,0,0
14527,0,0,0
14528,0,0,0
14529,0,0,0
14530,3,-3,0
14531,4,-4,0
14532,1,-1,0
14533,-2,2,0
14534,-6,6,0
14535,-8,8,0
14536,-11,11,0
14537,-14,14,0
14538,-18,18,0
14539,-17,17,0
14540,-12,12,0
14541,-6,6,0
14542,-8,8,0
14543,-4,4,0
14544,0,0,0
14545,9,-9,0
14546,16,-16,0
14547,16,-16,0
14548,16,-16,0
14549,16,-16,0
14550,19,-19,0
14551,19,-19,0
14552,15,-15,0
14553,10,-10,0
14554,6,-6,0
14555,5,-5,0
14556,6,-6,0
14557,4,-4,0
14558,0,0,0
14559,-3,3,0
14560,-1,1,0
14561,0,0,0
14562,-3,3,0
14563,-7,7,0
14564,-8,8,0
14565,-6,6,0
14566,-3,3,0
14567,-6,6,0
14568,-6,6,0
14569,-5,5,0
14570,-2,2,0
14571,0,0,0
14572,0,0,0
14573,0,0,0
14574,-1,1,0
14575,1,-1,0
14576,0,0,0
14577,0,0,0
14578,-3,3,0
14579,-4,4,0
14580,-5,5,0
14581,-8,8,0
14582,-10,10,0
14583,-13,13,0
14584,-14,14,0
14585,-8,8,0
14586,-3,3,0
14587,-3,3,0
14588,-7,7,0
14589,-3,3,0
14590,4,-4,0
14591,9,-9,0
14592,11,-11,0
14593,11,-11,0
14594,11,-11,0
14595,14,-14,0
14596,17,-17,0
14597,14,-14,0
14598,10,-10,0
14599,8,-8,0
14600,5,-5,0
14601,4,-4,0
14602,0,0,0
14603,-7,7,0
14604,-10,10,0
14605,-7,7,0
14606,-5,5,0
14607,-4,4,0
14608,-5,5,0
14609,-5,5,0
14610,-3,3,0
14611,0,0,0
14612,-1,1,0
14613,-2,2,0
14614,-4,4,0
14615,-3,3,0
14616,0,0,0
14617,0,0,0
14618,-1,1,0
14619,0,0,0
14620,2,-2,0
14621,5,-5,0
14622,3,-3,0
14623,0,0,0
14624,-1,1,0
